ItemName1 萨以特
ItemHelp1621 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1622 腾蛇弃鳞
ItemHelp1622 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1623 腾蛇弃鳞
ItemHelp1623 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1624 腾蛇弃鳞
ItemHelp1624 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1625 腾蛇弃鳞
ItemHelp1625 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1626 腾蛇弃鳞
ItemHelp1626 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1627 腾蛇弃鳞
ItemHelp1627 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1628 腾蛇弃鳞
ItemHelp1628 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1629 腾蛇弃鳞
ItemHelp1629 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1630 腾蛇弃鳞
ItemHelp1630 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1631 腾蛇弃鳞
ItemHelp1631 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1632 腾蛇弃鳞
ItemHelp1632 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1633 腾蛇弃鳞
ItemHelp1633 能解除所有的状况，使其回至正常；是最终的治疗法术。
ItemName1634 疾鹰七痕剑
ItemHelp1634 主角自行领悟的高超剑术，在经过许多的战场磨练之下而想出一种极快的剑路；从起势到完结一气喝成无间断。
ItemInfo1634 效果：连续七次物理伤害  对象：敌方单人
ItemName1635 虚影斩
ItemHelp1635 主角一人以独特的步伐产生出幻像，虽看似两人其实以极快的速度在不同的位置发出攻势。
ItemInfo1635 效果：连续六次物理伤害  对象：敌方单人
ItemName1636 御剑燎原
ItemHelp1636 主角在慧彦的指导过后所领悟剑法，能凭气御剑并幻化出许多利剑攻击敌人。
ItemInfo1636 效果：连续八次物理伤害  对象：敌方单人
ItemName1637 蛟龙翻身
ItemHelp1637 主角以剑凭空画圆，达至人剑合一的境界并吸收大地之精气，与自身罡气融合于剑上，再将这力量瞬间由地底冒出击杀敌人。
ItemInfo1637 效果：火系伤害  对象：敌方全体
ItemName1638 霸王崩山劲
ItemHelp1638 主角在武术中领悟到不管那种武功，本身最重要的是──心，唯有与心合一才能发挥武功的最高境界；有了如此的领悟才能击出无可比拟的掌劲。
ItemInfo1638 效果：武术伤害  对象：敌方全体
ItemName1639 天狼巽闪
ItemHelp1639 主角运用自身奇特的能力─时间跳跃，与武术结合出的招式，能在未来的时间将敌人杀死。
ItemInfo1639 效果：时间跳跃刺杀  对象：敌方单人
ItemName1640 灵弓蛇箭
ItemHelp1640 射出的弓箭如动作灵敏的蛇一样的追击敌人并缠绕之。
ItemInfo1640 效果：物理伤害  对象：敌方单人
ItemName1641 寒山月引
ItemHelp1641 一种偏离正道的法术，会将对方的生命与体力吸收据为己用。女主角眼泛紫红光，而敌人身上渐渐流出怪异的光，进入女主角体内。
ItemInfo1641 效果：吸收生命、体力  对象：敌方单人
ItemName1642 三界妖灵
ItemHelp1642 女主角化为一冥灵光球，进而飞向敌方，再碰触的一瞬间将所有的妖邪力爆发出来。
ItemInfo1642 效果：暗系伤害  对象：敌方单人
ItemName1643 灵箭幻舞
ItemHelp1643 将弓箭的优点发挥到极点，再加上自身的灵力击射出无数的幻箭；而其爆发的力量几乎可撕裂地面一样。
ItemInfo1643 效果：物理伤害  对象：敌方全体
ItemName1644 无我灭境
ItemHelp1644 把自身所有的灵力集中于一点，在一瞬间完全的释放；由于空间无法负荷这突然的巨大能量，而产生异样的爆炸；方圆百里之内无人能幸免。
ItemInfo1644 效果：暗系伤害  对象：敌方全体
ItemName1645 血刃飘零
ItemHelp1645 卡玛藉安卡之法力发出血刀气，在敌人身上挥砍出一血玫瑰。
ItemInfo1645 效果：物理伤害  对象：敌方单人
ItemName1646 水月流转
ItemHelp1646 以安卡之力合于兵器之中，卡玛再将劲力注于刀上极速旋绕穿越敌人。
ItemInfo1646 效果：物理伤害  对象：敌方单人
ItemName1647 风伯见日
ItemHelp1647 因机缘巧合跟风伯学得的独特仙术。唤出风伯以风袋吹出强烈的风袭卷敌人。
ItemInfo1647 效果：风系伤害  对象：敌方全体
ItemName1648 元极四方
ItemHelp1648 安卡身冲入敌境造出一小型的亚空间，卡玛再施予强大的重力重击敌人。
ItemInfo1648 效果：光系伤害  对象：敌方全体
ItemName1649 银焰穿心枪
ItemHelp1649 李靖将全身罡气集中于枪尖，再以高速旋转枪身同一时间内投射出去贯穿敌人。
ItemInfo1649 效果：物理伤害  对象：敌方单人
ItemName1650 天将伏千军
ItemHelp1650 请天将神威附于身体，以无匹神力催动攻击，在短短的时间内不知发出了多少次的强大攻击。
ItemInfo1650 效果：连续四次物理伤害  对象：敌方全体
ItemName1651 雨师兴浪
ItemHelp1651 因机缘巧合跟雨神学得的独特仙术。唤出雨师进而天落雨箭刺穿敌人。
ItemInfo1651 效果：水系伤害  对象：敌方全体
ItemName1652 真武神威
ItemHelp1652 李靖将自身精元舍弃，并幻化为力量强大的灵光枪；进而穿越时空蹦然出现敌人上方，在敌方尚未反应之前已将敌方歼灭。
ItemInfo1652 效果：物理伤害  对象：敌方单人
ItemName1653 因果轮回
ItemHelp1653 短暂时间内，无论谁攻击施术者，都会让自己得到跟施术者相同的损伤。同样的，施术者的攻击也会损伤到自己。
ItemName1654 偷天换日
ItemHelp1654 偷窃敌人的法术来施展，敌人还要自己负担所消耗的能量。
ItemName1655 天裁地判
ItemHelp1655 让在场的所有人立即受天地审判，恶者折损生命力，善者增加生命力。
ItemName1656 离影术
ItemHelp1656 相当高强的幻术，施术者可以把自己的形象投射在敌人身上，智力低的敌人会上当起内讧。
ItemName1657 蜃气劫
ItemHelp1657 若敌人有一群，可以让所有的敌人模样与能力变成施术者所指定的敌人。
ItemName1658 封魔奇经
ItemHelp1658 中此术者可能会在战斗死后留下封魔水晶，封魔水晶内将封印死者最后施展的仙术。
ItemName1659 无间地狱
ItemHelp1659 被施展此术者，将无间断的重复这场战斗中最重的伤害，但要一直减损施术者的魔力到用尽为止。对恶性重大者最有效。
ItemName1660 有缘情深
ItemHelp1660 施术者可以选择一个同伴融合生命力、体力与魔力来共用。但缘相差太大会影响融合效果。
ItemName1661 阎罗生死厅
ItemHelp1661 施术者与伙伴进入地狱的生命之烛厅，可以直接弄熄敌人的生命之烛。仅对活着的敌人有效。
ItemName1662 聚雷光
ItemHelp1662 集天地之元，聚成一小型的精元雷电。
ItemName1663 火球术
ItemHelp1663 在天空凭空产生一火球投射燃烧敌人。
ItemName1664 魔炎柱
ItemHelp1664 藉由大地之气引动高热的上升气流，瞬间于敌人下方爆裂。
ItemName1665 冰雹术
ItemHelp1665 运用魔咒唤云凝冰，从天降下无数的小冰石。
ItemName1666 炎魔炽烈击
ItemHelp1666 姆斯比尔化成一巨大火球从天而降，其威力足以憾动大地。
ItemName1667 火神力场
ItemHelp1667 姆斯比尔将全身精元幻化出一炙热的火焰波浪，袭卷而去。
ItemName1668 六芒星斩
ItemHelp1668 以黑暗之力摧动巨大剑气在地面刻画出巨大的六芒星。
ItemName1669 狂浪袭
ItemHelp1669 妖力够强的妖魔鬼怪都能借助大自然的力量攻击敌人，狂浪袭就是其中一种；凭空出现一阵阵强大的巨浪攻击对手。
ItemName1670 缠丝气
ItemHelp1670 将自身的灵力化成一丝丝的浮游红气，进而将敌人慢慢的缠绕至死。
ItemName1671 海灵弹
ItemHelp1671 将水之精元凝聚成一冰寒的小球，向敌方袭击而去；在命中时瞬间将寒气释放出。
ItemName1672 凝冰术
ItemHelp1672 将天地间的寒气一点一滴的侵入敌人的体内，进而伤害生物的内部。
ItemName1673 晶石裂地
ItemHelp1673 唤出天空中雨云的结晶，并幻化为巨大坚硬的冰石，以极高的速度下坠攻击指定的目标。
ItemName1674 霜漩流
ItemHelp1674 以极寒的法力将大气凝结成冰霜块，并以高速旋转撞击敌人。
ItemName1675 冰霜波
ItemHelp1675 以极寒的法力将大气凝结成冰霜块，并以高速旋转撞击敌人。
ItemName1676 幻光圣剑
ItemHelp1676 发射出许多神圣的小光剑包围敌人。
ItemName1677 天降雷火
ItemHelp1677 于东亚地区都传说着，天界会在人类犯下大错时降下无匹力量的天火，加以惩戒。
ItemName1678 风灵之手
ItemHelp1678 藉由风之神的力量，于大地上唤出一巨大的龙卷巨风将地面所有敌人一扫而尽。
ItemName1679 冻雾术
ItemHelp1679 由自身发出奇异的寒气，连雾气都能冻结。
ItemName1680 慑心灵震
ItemHelp1680 搜罗十方冤魂之怨念，并将其收归为闇灵球，同时转化为一股诡异的震波袭卷大地。
ItemName1681 红岚滔光
ItemHelp1681 结合妖力与机械的力量，在敌人位置底下暴涨出强悍的妖波。
ItemName1682 灭灵光环
ItemHelp1682 将自身的生命精元化成一阵阵的冲击波来伤害敌人。
ItemName1683 魔气纵横
ItemHelp1683 吸取各方冤魂的灵气来回复自身流失的精气，不过这方法只对魔界之人有效。
ItemName1684 灵魔幻音
ItemHelp1684 利用自身的灵气震荡出一阵阵奇妙的幻音，听到此音的人如不马上宁神定心的话，体内六腑则会受到不小的伤害。
ItemName1685 雷霆光铧
ItemHelp1685 引天地之力夹雷霆万钧之力奔冲击下，受击者无能幸还；因为其力量恐怕连十吋钢铁都能贯穿。
ItemName1686 封灵灭法
ItemHelp1686 祭念出奇特的咒语将其灵力暂时封于体内；让受术者不能施展法术。
ItemName1687 虚无幻境
ItemName1688 魔气贯顶
ItemName1689 菩提罗汉
ItemHelp1689 少林寺七十二绝技之一，此招数已内功为主外功为辅；两者相辅并用方能发挥最大威力。
ItemName1690 降龙拳
ItemHelp1690 少林寺七十二绝技之一，全靠拳法劲力降服对手，练致颠峰时是一套强劲的拳法。
ItemName1691 无常阴风
ItemName1692 五雷咒
ItemHelp1692 古老的密法中有记载着引雷之术，道士将其密法写化成咒，藉以伤害他人。不过此法相当耗费精力。
ItemName1693 三昧阴火劫
ItemHelp1693 以阴邪之力催动天外之灵火，瞬间将大地的一切燃烧殆尽。
ItemName1694 风卷残云
ItemName1695 仙灵冰封
ItemName1696 百毒魔爪
ItemName1697 万妖聚灵
ItemName1698 移魂仙乐
ItemName1699 除魔灵鼓
ItemName1700 日轮烈焰
ItemName1701 残月锁漪
ItemName1702 三日结寒
ItemName1703 流云幻光
ItemName1704 草木皆兵
ItemName1705 神焰九转
ItemName1706 千烈凰屏
ItemName1707 道临天下
ItemName1708 无常沙石
ItemName1709 狮子吼
ItemName1710 霸王崩山劲
ItemName1711 百鬼碎裂
ItemName1712 百闇川聚
ItemName1713 拂尘燎原
ItemName1714 闇魔源
ItemName1715 圣光浴
ItemName1716 风驰贯阴雷
ItemName1717 奔雷闪袭
ItemName1718 青焰缠卷
ItemName1719 血灵还魂
ItemName1720 封术禁言
ItemName1721 封言禁咒
;追加资料
ItemName1722 土匪
ItemHelp1722 集结出动行抢的强盗，盘据在固定的地方有一位或数位的领导者带领。
